id|name|rarity|type|attribute|power|counter|color|card_type|effect|image_url|alternate_art|series_id|series_name
OP01-041|Kouzuki Momonosuke|R|CHARACTER|Slash|-|1000|Green|Land of Wano/Kouzuki Clan|[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-041|Kouzuki Momonosuke|R|CHARACTER|Slash|-|1000|Green|Land of Wano/Kouzuki Clan|[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041_p5.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-047|Trafalgar Law|SR|CHARACTER|Slash|6000|-|Green|Supernovas/Heart Pirates|[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 3 or less from your hand.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-047|Trafalgar Law|SR|CHARACTER|Slash|6000|-|Green|Supernovas/Heart Pirates|[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 3 or less from your hand.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-051|"Eustass""Captain""Kid"|SR|CHARACTER|Special|8000|-|Green|Supernovas/Kid Pirates|"[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand."|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-051|"Eustass""Captain""Kid"|SR|CHARACTER|Special|8000|-|Green|Supernovas/Kid Pirates|"[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand."|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-052|Raizo|UC|CHARACTER|Slash|4000|1000|Green|Land of Wano/The Akazaya Nine|[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-052|Raizo|UC|CHARACTER|Slash|4000|1000|Green|Land of Wano/The Akazaya Nine|[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-052|Raizo|UC|CHARACTER|Slash|4000|1000|Green|Land of Wano/The Akazaya Nine|[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-070|Dracule Mihawk|SR|CHARACTER|Slash|9000|-|Blue|The Seven Warlords of the Sea|[On Play] Place up to 1 Character with a cost of 7 or less at the bottom of the owner's deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-070_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-070|Dracule Mihawk|SR|CHARACTER|Slash|9000|-|Blue|The Seven Warlords of the Sea|[On Play] Place up to 1 Character with a cost of 7 or less at the bottom of the owner's deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-070_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-078|Boa Hancock|SR|CHARACTER|Special|5000|1000|Blue|The Seven Warlords of the Sea/Kuja Pirates|[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [When Attacking]/[On Block] Draw 1 card if you have 5 or less cards in your hand.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-078_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-078|Boa Hancock|SR|CHARACTER|Special|5000|1000|Blue|The Seven Warlords of the Sea/Kuja Pirates|[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [When Attacking]/[On Block] Draw 1 card if you have 5 or less cards in your hand.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-078_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-120|Shanks|SEC|CHARACTER|Slash|10000|-|Red|The Four Emperors/Red-Haired Pirates|[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-120_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-120|Shanks|SEC|CHARACTER|Slash|10000|-|Red|The Four Emperors/Red-Haired Pirates|[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-120_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-120|Shanks|SEC|CHARACTER|Slash|10000|-|Red|The Four Emperors/Red-Haired Pirates|[Rush] (This card can attack on the turn in which it is played.)[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-120_p5.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-121|Yamato|SEC|CHARACTER|Strike|5000|1000|Green|Land of Wano|Also treat this card's name as [Kouzuki Oden] according to the rules.[Double Attack] (This card deals 2 damage.)[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-121_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP01-121|Yamato|SEC|CHARACTER|Strike|5000|1000|Green|Land of Wano|Also treat this card's name as [Kouzuki Oden] according to the rules.[Double Attack] (This card deals 2 damage.)[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)|https://en.onepiece-cardgame.com/images/cardlist/card/OP01-121_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-004|Edward.Newgate|SR|CHARACTER|Special|10000|-|Red|The Four Emperors/Whitebeard Pirates|[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn.[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-004_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-004|Edward.Newgate|SR|CHARACTER|Special|10000|-|Red|The Four Emperors/Whitebeard Pirates|[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn.[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-004_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-013|Portgas.D.Ace|SR|CHARACTER|Special|7000|-|Red|Whitebeard Pirates|"[On Play] Give up to 2 of your opponent's Characters −3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)"|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-013_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-015|Makino|UC|CHARACTER|Wisdom|-|2000|Red|Windmill Village|[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-015|Makino|UC|CHARACTER|Wisdom|-|2000|Red|Windmill Village|[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-015|Makino|UC|CHARACTER|Wisdom|-|2000|Red|Windmill Village|[Activate: Main] You may rest this Character: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-018|Marco|R|CHARACTER|Special|5000|1000|Red|Whitebeard Pirates|"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested."|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-018|Marco|R|CHARACTER|Special|5000|1000|Red|Whitebeard Pirates|"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested."|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-018|Marco|R|CHARACTER|Special|5000|1000|Red|Whitebeard Pirates|"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested."|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p5.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-018|Marco|R|CHARACTER|Special|5000|1000|Red|Whitebeard Pirates|"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand: If you have 2 or less Life cards, play this Character card from your trash rested."|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p6.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-089|Judgment of Hell|R|EVENT||-|-|Purple|Impel Down|[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_p1.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-089|Judgment of Hell|R|EVENT||-|-|Purple|Impel Down|[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-089|Judgment of Hell|R|EVENT||-|-|Purple|Impel Down|[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-089|Judgment of Hell|R|EVENT||-|-|Purple|Impel Down|[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to a total of 2 of your opponent's Leader or Character cards −3000 power during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-089_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-096|Kuzan|SR|CHARACTER|Special|5000|-|Black|Navy|[On Play] Draw 1 card.[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-096_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-096|Kuzan|SR|CHARACTER|Special|5000|-|Black|Navy|[On Play] Draw 1 card.[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-096_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-099|Sakazuki|SR|CHARACTER|Special|7000|-|Black|Navy|[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-099_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-099|Sakazuki|SR|CHARACTER|Special|7000|-|Black|Navy|[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-099_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-106|Tsuru|UC|CHARACTER|Wisdom|-|2000|Black|Navy|[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-106_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-106|Tsuru|UC|CHARACTER|Wisdom|-|2000|Black|Navy|[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-106_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-106|Tsuru|UC|CHARACTER|Wisdom|-|2000|Black|Navy|[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-106_p5.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-114|Borsalino|SR|CHARACTER|Special|5000|1000|Black|Navy|[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-114_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-114|Borsalino|SR|CHARACTER|Special|5000|1000|Black|Navy|[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-114_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-117|Ice Age|UC|EVENT||-|-|Black|Navy|[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-117_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-117|Ice Age|UC|EVENT||-|-|Black|Navy|[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-117_p5.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-117|Ice Age|UC|EVENT||-|-|Black|Navy|[Main] Give up to 1 of your opponent's Characters −5 cost during this turn.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-117_p6.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-121|Kuzan|SEC|CHARACTER|Special|10000|-|Black|Former Navy|[Your Turn] Give all of your opponent's Characters −5 cost.[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-121_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP02-121|Kuzan|SEC|CHARACTER|Special|10000|-|Black|Former Navy|[Your Turn] Give all of your opponent's Characters −5 cost.[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.|https://en.onepiece-cardgame.com/images/cardlist/card/OP02-121_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-003|Izo|R|CHARACTER|Ranged|2000|1000|Red|Land of Wano/Whitebeard Pirates|"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order."|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-003|Izo|R|CHARACTER|Ranged|2000|1000|Red|Land of Wano/Whitebeard Pirates|"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order."|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-003|Izo|R|CHARACTER|Ranged|2000|1000|Red|Land of Wano/Whitebeard Pirates|"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order."|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p5.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-003|Izo|R|CHARACTER|Ranged|2000|1000|Red|Land of Wano/Whitebeard Pirates|"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""Whitebeard Pirates"" other than [Izo] and add it to your hand. Then, place the rest at the bottom of your deck in any order."|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-003_p6.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-055|Gum-Gum Giant Gavel|C|EVENT||-|-|Blue|East Blue/Straw Hat Crew|[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-055_p1.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-055|Gum-Gum Giant Gavel|C|EVENT||-|-|Blue|East Blue/Straw Hat Crew|[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-055_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-055|Gum-Gum Giant Gavel|C|EVENT||-|-|Blue|East Blue/Straw Hat Crew|[Counter] You may trash 1 card from your hand: Up to 1 of your Leader gains +4000 power during this battle. Then, you may trash 2 cards from the top of your deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-055_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-056|Sanji's Pilaf|UC|EVENT||-|-|Blue|East Blue|[Main] Draw 2 cards.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_p1.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-056|Sanji's Pilaf|UC|EVENT||-|-|Blue|East Blue|[Main] Draw 2 cards.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-056|Sanji's Pilaf|UC|EVENT||-|-|Blue|East Blue|[Main] Draw 2 cards.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-056|Sanji's Pilaf|UC|EVENT||-|-|Blue|East Blue|[Main] Draw 2 cards.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-056_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-057|Three Thousand Worlds|R|EVENT||-|-|Blue|East Blue/Straw Hat Crew|[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_p1.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-057|Three Thousand Worlds|R|EVENT||-|-|Blue|East Blue/Straw Hat Crew|[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_p2.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-057|Three Thousand Worlds|R|EVENT||-|-|Blue|East Blue/Straw Hat Crew|[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_p3.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-057|Three Thousand Worlds|R|EVENT||-|-|Blue|East Blue/Straw Hat Crew|[Main] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-057_p4.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
OP03-060|Kalifa|UC|CHARACTER|Wisdom|4000|2000|Purple|Water Seven/Galley-La Company|[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.|https://en.onepiece-cardgame.com/images/cardlist/card/OP03-060_p1.png?250214|True|569301|ONE PIECE CARD THE BEST- [PRB-01]
